fips_num,fips_str,incidents,killed,injured
1073,1073,766,285,454
37057,37057,55,15,27
47009,47009,36,2,7
5069,5069,94,42,48
1033,1033,23,8,11
31109,31109,242,15,35
1089,1089,417,55,174
30093,30093,35,2,8
13121,13121,704,230,410
42045,42045,153,65,103
42011,42011,54,20,27
18019,18019,40,4,17
12011,12011,439,144,183
34015,34015,69,6,16
20045,20045,40,13,22
48139,48139,6,2,4
37007,37007,10,9,3
26081,26081,257,27,155
6099,6099,133,45,61
6061,6061,26,6,11
22097,22097,62,19,27
24005,24005,199,60,124
48027,48027,199,65,67
15003,15003,61,13,21
5119,5119,595,119,357
28049,28049,466,132,306
54033,54033,36,11,10
18177,18177,54,7,21
48409,48409,20,5,5
13051,13051,458,88,307
35001,35001,384,119,136
47165,47165,33,9,9
26121,26121,74,17,48
28087,28087,63,20,32
53011,53011,129,24,37
51730,51730,50,22,31
8077,8077,122,13,15
8055,8055,3,1,1
17113,17113,32,2,9
47189,47189,34,6,15
48141,48141,128,33,59
12001,12001,115,11,33
46103,46103,55,10,17
17019,17019,205,19,57
19057,19057,36,10,14
17091,17091,96,15,40
4013,4013,853,386,416
30031,30031,18,2,3
28083,28083,26,11,12
22105,22105,55,24,15
13115,13115,148,16,27
39095,39095,480,57,336
30043,30043,3,2,0
13095,13095,150,22,59
17043,17043,46,13,12
56025,56025,133,8,9
13067,13067,123,66,49
12021,12021,97,21,14
5045,5045,30,11,13
55059,55059,43,16,22
39153,39153,233,59,110
45075,45075,150,24,59
37021,37021,106,16,45
21235,21235,16,10,8
1081,1081,89,33,39
45087,45087,31,6,11
19153,19153,308,30,132
13021,13021,292,50,188
34007,34007,243,75,70
48459,48459,5,3,2
29175,29175,11,9,2
37161,37161,13,3,9
6075,6075,241,97,185
37027,37027,11,4,2
28011,28011,15,5,12
56021,56021,32,10,11
54011,54011,115,12,60
9003,9003,430,57,171
30111,30111,90,13,22
22045,22045,48,11,27
39025,39025,12,4,4
28045,28045,23,4,9
19163,19163,152,13,50
48441,48441,64,9,26
5033,5033,14,7,2
29027,29027,21,2,4
13077,13077,34,9,20
27163,27163,16,7,9
48453,48453,274,65,93
2020,2020,229,58,102
42077,42077,142,30,61
44003,44003,23,0,3
40031,40031,63,19,34
39013,39013,13,6,5
39113,39113,703,97,309
26055,26055,19,3,3
51790,51790,4,0,3
51143,51143,18,2,8
42073,42073,29,14,11
28077,28077,4,2,1
34019,34019,6,0,1
51650,51650,187,33,124
4019,4019,208,80,102
6087,6087,85,19,29
35049,35049,106,11,11
42131,42131,4,5,0
6085,6085,215,82,87
22111,22111,11,3,3
17163,17163,207,79,70
21117,21117,37,18,24
17115,17115,74,11,39
12117,12117,104,24,50
27047,27047,39,0,1
54039,54039,220,37,92
12023,12023,40,9,20
51740,51740,149,34,100
12033,12033,139,39,67
8101,8101,203,26,45
1001,1001,28,12,9
28043,28043,28,9,10
37093,37093,16,4,7
18017,18017,8,3,3
40135,40135,9,6,0
13295,13295,8,4,2
37167,37167,22,10,9
26077,26077,94,24,44
26021,26021,40,20,19
32510,32510,11,3,5
35055,35055,21,6,4
27095,27095,10,3,0
53035,53035,19,4,9
48061,48061,42,14,14
47065,47065,389,64,295
29051,29051,47,5,11
29019,29019,290,20,73
53027,53027,7,1,1
49047,49047,12,4,7
36119,36119,97,21,62
8069,8069,48,20,15
34035,34035,40,4,18
24043,24043,49,11,17
5031,5031,135,22,36
35013,35013,54,16,19
29139,29139,5,2,1
45015,45015,89,18,34
51107,51107,43,13,8
17037,17037,11,5,6
9009,9009,464,49,200
29047,29047,50,17,29
2180,2180,7,1,2
39057,39057,42,9,11
6081,6081,86,16,33
21113,21113,11,2,4
33009,33009,19,7,1
26145,26145,134,25,91
39133,39133,18,9,4
6083,6083,58,26,25
28113,28113,26,12,19
8031,8031,323,81,136
12061,12061,51,10,17
47125,47125,98,28,51
42129,42129,80,23,31
13225,13225,17,4,10
49049,49049,52,26,11
45047,45047,27,9,15
45083,45083,195,37,70
39085,39085,28,7,8
42043,42043,232,45,107
47119,47119,27,6,14
21015,21015,27,6,9
40145,40145,16,8,3
21203,21203,7,4,1
19167,19167,3,0,1
48439,48439,502,177,181
39037,39037,25,0,10
48157,48157,88,50,32
28163,28163,12,7,4
27109,27109,93,3,12
37097,37097,52,11,21
1091,1091,7,2,3
19095,19095,3,2,0
24045,24045,36,10,14
38017,38017,48,6,1
13271,13271,3,2,2
42075,42075,62,10,17
55023,55023,4,2,0
25021,25021,85,9,18
1125,1125,151,24,106
5093,5093,39,12,19
36115,36115,7,0,2
37049,37049,57,14,28
42049,42049,81,20,42
12111,12111,160,36,53
42081,42081,36,17,13
47075,47075,31,4,15
30013,30013,25,4,7
41033,41033,28,6,14
22051,22051,370,81,202
42111,42111,10,2,0
46123,46123,2,1,0
24019,24019,9,1,4
45041,45041,106,19,63
46029,46029,3,1,1
19111,19111,10,3,5
45059,45059,27,6,16
12097,12097,61,18,30
2130,2130,7,1,0
15009,15009,10,1,5
28085,28085,15,12,7
28081,28081,63,14,30
13245,13245,233,52,105
12113,12113,42,12,9
13185,13185,105,15,57
18157,18157,73,7,22
22085,22085,7,3,0
21047,21047,62,10,13
51087,51087,151,29,59
18119,18119,4,3,0
37165,37165,17,5,14
12087,12087,42,5,4
10001,10001,184,18,60
42041,42041,81,4,15
54079,54079,17,2,7
12101,12101,69,28,30
50011,50011,15,1,2
37159,37159,130,34,46
12109,12109,59,11,20
13029,13029,11,4,2
37179,37179,26,5,8
28151,28151,23,12,16
5091,5091,22,13,17
29149,29149,3,1,0
26015,26015,5,2,2
53053,53053,212,62,74
29023,29023,18,7,5
39129,39129,6,5,1
23005,23005,69,9,15
18167,18167,36,9,18
36055,36055,418,63,281
5067,5067,10,4,3
22019,22019,77,21,36
13151,13151,20,12,9
40087,40087,11,5,2
21121,21121,8,5,4
5037,5037,9,4,5
36087,36087,27,5,2
20115,20115,3,1,1
17049,17049,3,0,1
22099,22099,28,7,16
21193,21193,11,3,2
21071,21071,11,2,4
17177,17177,27,2,11
37013,37013,18,5,10
40041,40041,10,4,7
23011,23011,72,9,11
25001,25001,72,3,15
1085,1085,5,2,2
48491,48491,56,14,17
48291,48291,18,8,7
32031,32031,176,48,61
42069,42069,46,7,6
42133,42133,183,43,90
19113,19113,142,17,45
42091,42091,83,35,38
20169,20169,51,2,9
12019,12019,28,9,17
28099,28099,28,14,6
18181,18181,7,6,1
48085,48085,40,35,17
40069,40069,1,0,1
23025,23025,89,6,3
48299,48299,5,2,1
26025,26025,103,7,42
34039,34039,152,30,84
13255,13255,17,9,6
32023,32023,13,1,3
13237,13237,2,2,2
6025,6025,30,5,10
12053,12053,40,15,12
1069,1069,54,16,30
1095,1095,26,4,11
22121,22121,11,3,6
29097,29097,51,17,9
12085,12085,40,5,17
28007,28007,16,6,12
1003,1003,54,14,14
37001,37001,115,11,56
40119,40119,14,4,6
28035,28035,92,20,39
13071,13071,84,20,39
13217,13217,31,11,10
15001,15001,61,10,14
10005,10005,80,10,21
13059,13059,207,13,40
33015,33015,113,12,9
48355,48355,379,54,112
17083,17083,1,1,1
37151,37151,36,5,17
40147,40147,16,4,3
47081,47081,9,7,4
40027,40027,63,17,15
37107,37107,102,12,66
24021,24021,29,3,12
22073,22073,115,30,56
17063,17063,7,1,2
47047,47047,4,2,1
45023,45023,33,6,17
1013,1013,16,8,8
18091,18091,36,7,12
5143,5143,48,6,24
22055,22055,160,36,76
51137,51137,6,2,2
36069,36069,17,2,6
51510,51510,22,6,16
34031,34031,358,40,180
33013,33013,39,4,5
16001,16001,85,20,19
6097,6097,74,18,27
39147,39147,7,2,4
17001,17001,36,4,11
55139,55139,40,4,10
37071,37071,72,17,24
35039,35039,5,6,2
51770,51770,107,18,72
45025,45025,18,8,11
37183,37183,253,65,111
17111,17111,22,6,11
42013,42013,28,2,5
36007,36007,53,7,7
41067,41067,73,17,21
36015,36015,36,8,13
34005,34005,124,24,45
51111,51111,5,1,4
6057,6057,14,2,7
47001,47001,23,6,6
28093,28093,16,10,8
27137,27137,55,5,17
1083,1083,47,14,19
29213,29213,12,5,4
48375,48375,164,19,55
12115,12115,91,25,30
48309,48309,65,25,28
47003,47003,3,0,1
19103,19103,61,2,12
18029,18029,7,3,2
13247,13247,18,2,6
12005,12005,114,25,40
37139,37139,31,7,14
17165,17165,5,1,4
2070,2070,8,3,0
47115,47115,8,5,2
16019,16019,33,4,6
18037,18037,10,0,5
28161,28161,3,1,3
36027,36027,108,10,30
36063,36063,147,12,40
55039,55039,20,7,5
34023,34023,71,10,35
17097,17097,97,25,34
27007,27007,34,4,4
47147,47147,30,9,14
35009,35009,20,5,7
13223,13223,22,17,2
51630,51630,15,4,2
51013,51013,45,7,3
35025,35025,16,5,9
37127,37127,49,15,30
20091,20091,68,23,26
49001,49001,2,2,0
48423,48423,89,22,33
37181,37181,21,11,10
13297,13297,13,9,3
55117,55117,17,2,6
13127,13127,48,9,17
6009,6009,11,3,1
37051,37051,240,73,154
8035,8035,21,13,2
48497,48497,5,2,1
36025,36025,5,0,1
45017,45017,12,4,5
24013,24013,14,3,3
48091,48091,20,6,7
5131,5131,65,10,20
45065,45065,1,0,1
12003,12003,6,3,4
42063,42063,17,6,5
37011,37011,2,0,0
37035,37035,45,18,18
22103,22103,79,21,35
4007,4007,5,3,0
16083,16083,13,5,3
22015,22015,61,16,19
13033,13033,16,5,12
2122,2122,31,7,5
13073,13073,25,3,7
55133,55133,32,7,6
13219,13219,26,3,3
8005,8005,123,53,39
39021,39021,4,1,1
39087,39087,11,7,4
54055,54055,45,8,15
42089,42089,52,14,19
35035,35035,9,5,4
55113,55113,7,5,2
20161,20161,28,4,12
42017,42017,49,18,9
12133,12133,14,2,4
20181,20181,2,0,1
17179,17179,20,5,5
16027,16027,40,11,9
47031,47031,8,1,4
17161,17161,33,4,20
26125,26125,310,46,122
39063,39063,3,1,1
8059,8059,59,20,26
26005,26005,12,7,3
48209,48209,23,9,8
42107,42107,33,5,15
51089,51089,24,5,9
28089,28089,33,13,18
39007,39007,39,5,9
26117,26117,8,4,0
28051,28051,20,10,6
28059,28059,62,15,28
29155,29155,5,3,4
21013,21013,8,3,1
48363,48363,2,0,1
18057,18057,21,4,5
21125,21125,27,8,10
37171,37171,18,9,9
13165,13165,3,2,1
37133,37133,64,20,25
27093,27093,3,0,2
51670,51670,29,6,22
40111,40111,17,8,9
28001,28001,33,12,14
50025,50025,27,8,2
23031,23031,65,14,7
5149,5149,4,1,1
22095,22095,54,14,23
26091,26091,13,5,3
47187,47187,21,6,4
18005,18005,23,9,6
47163,47163,59,9,20
5123,5123,23,9,15
4005,4005,27,11,8
22079,22079,63,16,23
13063,13063,249,53,44
4021,4021,41,27,18
42055,42055,36,6,5
20099,20099,13,2,1
17183,17183,50,13,35
37003,37003,6,4,3
41029,41029,90,12,11
1117,1117,41,8,14
13311,13311,4,1,2
22063,22063,35,14,7
20177,20177,165,36,78
6115,6115,24,9,10
6055,6055,13,7,4
41035,41035,20,7,5
51800,51800,48,8,27
48001,48001,19,6,7
47179,47179,64,15,19
6101,6101,17,7,5
28057,28057,3,2,1
42123,42123,7,5,2
47105,47105,8,6,0
55041,55041,2,2,0
36065,36065,115,9,33
16005,16005,25,5,9
48479,48479,95,17,21
46083,46083,10,5,3
39029,39029,7,2,6
37017,37017,31,6,16
13009,13009,27,7,9
13183,13183,4,0,2
1005,1005,12,2,7
16073,16073,3,2,0
37125,37125,28,6,21
42097,42097,14,3,6
30007,30007,3,0,0
22039,22039,10,2,2
40089,40089,3,3,0
48349,48349,7,6,4
4003,4003,25,6,9
36109,36109,26,2,7
54025,54025,13,5,8
35017,35017,9,1,4
36083,36083,69,1,30
6017,6017,21,8,9
22089,22089,12,5,3
23013,23013,14,2,1
37019,37019,35,5,10
12041,12041,4,9,3
38015,38015,60,5,10
47113,47113,204,34,95
47107,47107,32,14,12
39089,39089,24,4,12
13113,13113,13,3,5
54069,54069,22,1,2
20103,20103,25,3,10
54091,54091,4,2,1
55031,55031,14,2,5
37155,37155,106,66,49
8043,8043,22,8,10
38105,38105,37,3,10
37083,37083,51,14,40
12015,12015,32,5,7
22005,22005,43,15,18
1129,1129,5,3,2
41039,41039,64,17,20
20155,20155,12,3,7
39109,39109,30,3,8
37147,37147,210,21,103
21147,21147,3,2,2
51155,51155,6,4,2
36049,36049,6,1,1
42099,42099,10,5,3
41017,41017,15,7,4
42121,42121,2,1,0
39101,39101,13,3,5
40021,40021,13,3,5
12055,12055,12,5,7
18127,18127,43,5,7
53045,53045,8,6,1
35047,35047,7,1,3
13057,13057,23,11,14
24017,24017,26,6,8
40079,40079,10,9,3
5139,5139,12,8,3
31177,31177,7,0,3
56043,56043,2,1,1
42095,42095,81,10,31
51003,51003,17,5,5
37101,37101,27,15,14
45085,45085,53,16,18
17093,17093,11,1,1
29183,29183,46,13,16
27107,27107,4,2,1
48039,48039,37,13,14
27027,27027,14,0,2
51590,51590,84,15,49
1039,1039,9,2,7
39093,39093,157,24,54
37065,37065,38,14,18
19065,19065,8,1,2
55073,55073,36,2,9
28067,28067,37,6,13
38025,38025,1,0,1
13031,13031,111,8,20
54099,54099,12,2,2
53025,53025,29,6,14
40101,40101,41,11,23
5087,5087,2,2,0
5051,5051,61,23,40
13235,13235,1,2,0
12039,12039,10,2,5
40037,40037,19,10,8
48249,48249,12,4,4
13081,13081,24,10,12
21195,21195,15,3,15
31037,31037,2,2,0
23009,23009,14,3,4
30065,30065,3,0,3
18081,18081,44,9,17
50023,50023,35,3,1
51019,51019,18,7,2
50001,50001,33,1,3
48485,48485,41,10,12
28031,28031,8,4,0
24015,24015,17,7,9
2170,2170,68,12,17
12093,12093,20,3,7
12131,12131,25,2,6
54019,54019,34,4,11
2050,2050,18,7,6
19033,19033,10,1,3
51029,51029,3,3,0
28095,28095,32,7,17
26071,26071,2,0,1
48063,48063,3,0,3
53005,53005,41,14,5
28033,28033,29,12,14
40065,40065,15,2,9
8001,8001,108,45,42
35045,35045,34,8,15
53015,53015,19,4,8
54009,54009,3,1,0
45003,45003,234,39,76
42029,42029,31,16,14
37153,37153,7,3,5
17199,17199,23,5,7
53067,53067,34,13,8
45053,45053,46,14,13
21005,21005,9,3,1
55009,55009,46,10,8
19139,19139,37,1,11
29007,29007,12,2,4
48225,48225,7,0,2
45057,45057,60,21,27
5047,5047,1,0,1
18065,18065,9,3,4
48251,48251,16,9,6
32007,32007,13,3,4
29021,29021,37,8,13
55087,55087,19,2,5
37135,37135,24,4,9
6015,6015,2,0,2
21009,21009,21,2,6
8013,8013,36,4,8
19083,19083,3,1,0
48041,48041,76,11,18
42051,42051,50,15,24
29053,29053,3,1,0
44009,44009,16,0,1
29157,29157,3,0,0
12059,12059,7,0,2
21115,21115,3,1,0
50021,50021,38,8,9
19067,19067,6,1,0
28149,28149,29,4,20
1103,1103,73,20,36
26017,26017,44,7,8
23007,23007,16,1,1
8093,8093,4,3,3
39045,39045,35,4,10
22117,22117,23,7,6
42001,42001,9,4,4
4001,4001,6,6,3
13131,13131,5,1,2
55135,55135,7,3,2
54105,54105,1,1,0
30049,30049,33,6,3
48303,48303,168,32,66
34011,34011,140,29,56
28101,28101,10,3,7
40097,40097,10,2,5
29115,29115,1,0,1
13013,13013,44,3,3
51680,51680,53,14,26
2110,2110,39,2,2
25003,25003,85,6,13
6021,6021,7,0,3
5115,5115,14,8,4
40083,40083,12,0,5
51540,51540,27,5,8
51660,51660,6,1,3
36105,36105,28,2,6
48115,48115,3,1,2
12125,12125,2,5,1
1077,1077,39,5,24
51015,51015,12,8,4
37089,37089,30,1,14
42019,42019,23,7,7
21199,21199,19,8,4
21093,21093,21,8,10
1131,1131,5,3,2
54053,54053,9,2,5
5035,5035,10,6,8
13047,13047,13,3,5
37157,37157,49,13,28
29091,29091,3,1,1
36003,36003,7,2,2
12121,12121,5,1,2
21051,21051,9,4,5
12119,12119,18,2,9
42059,42059,9,8,0
37189,37189,11,3,3
22057,22057,41,11,17
47167,47167,12,3,3
24041,24041,3,1,0
46013,46013,11,2,1
36023,36023,11,1,3
50007,50007,67,7,6
13137,13137,10,11,3
23003,23003,20,3,3
39071,39071,1,2,3
20009,20009,8,2,7
21129,21129,3,2,1
5005,5005,15,3,4
53021,53021,35,12,17
28159,28159,5,2,5
6095,6095,112,51,78
48121,48121,44,14,14
20133,20133,2,1,0
37025,37025,45,11,19
51053,51053,9,2,6
8083,8083,4,1,2
45063,45063,94,31,33
19193,19193,51,5,20
49011,49011,15,11,4
18085,18085,16,2,5
55101,55101,148,13,36
51035,51035,10,3,5
56039,56039,9,1,0
34037,34037,6,2,2
17133,17133,2,1,0
51179,51179,30,6,13
1115,1115,11,4,5
25011,25011,19,2,4
45033,45033,30,17,20
51820,51820,8,1,0
55045,55045,5,0,1
54109,54109,9,2,6
29059,29059,4,3,1
45073,45073,15,6,8
22075,22075,12,0,4
48149,48149,3,5,0
6031,6031,26,7,8
48463,48463,3,4,7
17195,17195,12,5,2
19191,19191,2,0,0
48477,48477,4,1,1
28139,28139,5,5,1
28073,28073,18,6,6
4015,4015,48,18,24
37131,37131,12,5,5
48213,48213,17,7,6
28069,28069,8,3,4
21183,21183,5,0,2
28135,28135,1,0,0
29127,29127,11,1,4
46095,46095,1,0,0
19035,19035,2,0,0
1079,1079,6,6,2
4017,4017,12,8,7
47073,47073,16,5,9
21145,21145,49,3,11
51620,51620,7,1,2
22037,22037,8,4,4
13123,13123,3,3,0
33005,33005,21,3,1
12107,12107,40,13,15
6109,6109,8,2,4
47059,47059,35,7,8
1087,1087,12,8,3
40131,40131,21,5,6
40051,40051,17,8,6
49051,49051,3,0,1
17081,17081,23,2,6
27099,27099,27,1,3
22101,22101,28,8,13
45021,45021,29,11,17
27157,27157,3,0,0
48223,48223,5,0,3
33001,33001,26,3,6
28153,28153,12,10,6
4027,4027,32,10,16
29161,29161,7,2,6
37031,37031,12,2,5
13069,13069,25,5,8
51099,51099,5,1,4
16071,16071,2,0,1
34025,34025,95,14,48
27003,27003,37,6,14
51025,51025,1,0,7
27025,27025,5,1,2
22043,22043,2,0,0
19131,19131,2,0,0
13195,13195,37,3,4
50017,50017,10,3,0
34029,34029,62,10,18
23001,23001,30,0,9
47025,47025,4,1,2
54081,54081,57,8,19
55055,55055,8,3,0
20035,20035,10,5,4
28039,28039,9,4,3
47033,47033,6,1,9
20111,20111,3,1,1
9015,9015,26,3,6
40017,40017,14,2,2
6045,6045,15,4,7
22069,22069,27,5,18
31025,31025,6,1,1
26045,26045,18,8,6
17007,17007,11,1,2
1099,1099,1,0,0
53029,53029,6,1,4
31111,31111,10,3,2
47035,47035,7,9,1
46135,46135,5,0,2
26035,26035,9,2,4
51775,51775,2,0,1
51069,51069,6,2,3
35043,35043,22,8,6
29037,29037,12,5,4
19171,19171,3,1,0
5145,5145,20,8,7
6079,6079,18,5,7
37199,37199,4,2,1
45049,45049,17,5,10
13043,13043,4,3,1
48025,48025,5,2,1
38089,38089,21,5,5
39091,39091,2,1,1
13205,13205,8,2,5
47019,47019,18,4,13
36117,36117,12,0,3
47045,47045,23,1,23
45077,45077,33,21,7
36021,36021,13,1,8
1015,1015,47,34,23
19125,19125,5,0,3
30063,30063,37,10,4
37105,37105,28,9,14
48099,48099,16,10,20
29069,29069,9,5,1
28141,28141,8,4,8
9013,9013,19,0,4
20073,20073,1,0,0
42005,42005,9,4,2
49041,49041,6,1,4
39105,39105,4,1,2
27131,27131,6,4,2
27111,27111,5,1,1
48321,48321,4,0,2
39103,39103,14,4,5
40121,40121,14,5,8
13261,13261,17,11,10
51195,51195,11,7,1
40019,40019,24,3,18
42127,42127,4,2,1
5081,5081,5,4,1
47117,47117,3,1,1
21017,21017,6,1,7
13117,13117,28,10,8
18027,18027,2,1,0
22001,22001,41,15,19
48499,48499,9,4,6
37115,37115,2,1,1
28029,28029,14,5,3
1051,1051,31,10,7
49017,49017,1,0,1
18041,18041,4,0,2
51047,51047,7,10,0
29165,29165,61,11,7
28121,28121,37,8,4
24039,24039,10,3,3
6043,6043,3,0,1
16057,16057,9,6,3
37023,37023,25,12,8
1043,1043,17,8,4
5007,5007,39,4,8
13055,13055,5,3,1
28103,28103,8,5,7
28027,28027,13,7,11
51161,51161,9,2,4
47183,47183,8,2,2
19099,19099,7,3,2
55069,55069,6,0,5
31045,31045,2,1,0
1055,1055,41,13,21
5013,5013,2,2,1
21083,21083,20,7,4
34027,34027,31,13,5
23029,23029,3,1,1
37143,37143,4,1,5
29167,29167,4,1,2
48097,48097,4,1,2
6105,6105,4,1,1
16039,16039,4,3,2
6033,6033,10,5,6
24027,24027,35,16,13
48221,48221,2,1,0
26115,26115,19,6,11
4012,4012,4,4,1
40011,40011,1,0,1
48131,48131,1,0,0
19021,19021,6,0,1
36077,36077,13,3,2
31067,31067,4,0,0
16031,16031,2,2,0
47139,47139,2,0,2
29145,29145,13,7,3
2188,2188,6,2,0
37087,37087,9,3,1
40137,40137,4,4,1
40149,40149,5,4,2
13135,13135,114,66,59
37109,37109,20,5,6
13143,13143,2,2,0
51031,51031,14,4,3
28105,28105,15,5,6
48147,48147,5,1,4
39141,39141,24,2,7
45067,45067,26,9,10
54107,54107,20,12,7
51067,51067,11,3,8
4025,4025,27,14,9
17029,17029,10,0,2
47143,47143,4,1,1
18145,18145,5,1,3
32005,32005,4,1,2
18033,18033,6,2,1
55035,55035,26,2,5
40035,40035,1,0,0
1127,1127,15,11,8
24025,24025,38,21,19
19087,19087,3,0,1
48241,48241,5,2,3
41043,41043,40,2,8
13179,13179,20,4,9
27067,27067,4,0,2
45011,45011,5,3,2
39139,39139,20,9,12
20057,20057,2,1,2
27031,27031,2,2,0
55071,55071,9,1,1
1113,1113,28,15,14
27169,27169,9,3,2
45061,45061,7,4,2
47173,47173,5,2,1
1021,1021,10,3,5
34033,34033,37,2,22
2105,2105,2,0,0
20021,20021,2,0,1
39067,39067,2,0,1
8119,8119,6,1,1
19041,19041,5,1,1
17011,17011,1,0,0
